ward_id,timestamp,rainfall_last_1h,rainfall_last_6h,rainfall_last_24h,rainfall_last_48h,rainfall_last_72h,incident_count_7d,incident_count_30d,incident_count_90d,previous_waterlogging_count,days_since_last_incident,elevation_m,drainage_quality_score,distance_to_drain_m,distance_to_waterbody_m,drainage_density_km_sqkm,road_density_km_sqkm,population_density_per_sqkm,critical_facility_count,historical_incident_density,data_source_type,target_waterlogging_24h,target_waterlogging_48h,target_waterlogging_72h
1,2026-08-09 17:22:35.250415+00:00,1.41,1.41,1.41,1.41,1.41,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-09 18:22:35.250415+00:00,1.09,2.5,2.5,2.5,2.5,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-09 19:22:35.250415+00:00,0.2,2.7,2.7,2.7,2.7,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-09 20:22:35.250415+00:00,2.37,5.07,5.07,5.07,5.07,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-09 21:22:35.250415+00:00,0.99,6.06,6.06,6.06,6.06,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-09 22:22:35.250415+00:00,5.97,12.03,12.03,12.03,12.03,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-09 23:22:35.250415+00:00,2.22,12.84,14.25,14.25,14.25,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-10 00:22:35.250415+00:00,7.96,19.71,22.21,22.21,22.21,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-10 01:22:35.250415+00:00,0.02,19.53,22.23,22.23,22.23,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-10 02:22:35.250415+00:00,1.01,18.17,23.24,23.24,23.24,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-10 03:22:35.250415+00:00,1.38,18.56,24.62,24.62,24.62,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-10 04:22:35.250415+00:00,3.52,16.11,28.14,28.14,28.14,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-10 05:22:35.250415+00:00,6.92,20.81,35.06,35.06,35.06,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-10 06:22:35.250415+00:00,0.02,12.87,35.08,35.08,35.08,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-10 07:22:35.250415+00:00,0.92,13.77,36.0,36.0,36.0,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-10 08:22:35.250415+00:00,8.46,21.22,44.46,44.46,44.46,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-10 09:22:35.250415+00:00,8.25,28.09,52.71,52.71,52.71,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-10 10:22:35.250415+00:00,6.05,30.62,58.76,58.76,58.76,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-10 11:22:35.250415+00:00,1.01,24.71,59.77,59.77,59.77,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-10 12:22:35.250415+00:00,3.88,28.57,63.65,63.65,63.65,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-10 13:22:35.250415+00:00,2.39,30.04,66.04,66.04,66.04,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-10 14:22:35.250415+00:00,5.8,27.38,71.84,71.84,71.84,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-10 15:22:35.250415+00:00,3.22,22.35,75.06,75.06,75.06,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-10 16:22:35.250415+00:00,0.65,16.95,75.71,75.71,75.71,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,0,1
1,2026-08-10 17:22:35.250415+00:00,3.98,19.92,78.28,79.69,79.69,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,1,1
1,2026-08-10 18:22:35.250415+00:00,0.33,16.37,77.52,80.02,80.02,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,1,1
1,2026-08-10 19:22:35.250415+00:00,1.04,15.02,78.36,81.06,81.06,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,1,1
1,2026-08-10 20:22:35.250415+00:00,2.89,12.11,78.88,83.95,83.95,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,1,1
1,2026-08-10 21:22:35.250415+00:00,1.42,10.31,79.31,85.37,85.37,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,1,1
1,2026-08-10 22:22:35.250415+00:00,9.82,19.48,83.16,95.19,95.19,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,1,1
1,2026-08-10 23:22:35.250415+00:00,2.98,18.48,83.92,98.17,98.17,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,1,1
1,2026-08-11 00:22:35.250415+00:00,2.63,20.78,78.59,100.8,100.8,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,1,1
1,2026-08-11 01:22:35.250415+00:00,8.1,27.84,86.67,108.9,108.9,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,1,1
1,2026-08-11 02:22:35.250415+00:00,0.17,25.12,85.83,109.07,109.07,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,1,1
1,2026-08-11 03:22:35.250415+00:00,2.89,26.59,87.34,111.96,111.96,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,1,1
1,2026-08-11 04:22:35.250415+00:00,3.65,20.42,87.47,115.61,115.61,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,1,1
1,2026-08-11 05:22:35.250415+00:00,0.48,17.92,81.03,116.09,116.09,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,1,1
1,2026-08-11 06:22:35.250415+00:00,0.6,15.89,81.61,116.69,116.69,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,1,1
1,2026-08-11 07:22:35.250415+00:00,2.1,9.89,82.79,118.79,118.79,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,1,1
1,2026-08-11 08:22:35.250415+00:00,2.89,12.61,77.22,121.68,121.68,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,1,1
1,2026-08-11 09:22:35.250415+00:00,0.06,9.78,69.03,121.74,121.74,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,1,1
1,2026-08-11 10:22:35.250415+00:00,1.0,7.13,63.98,122.74,122.74,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,1,1
1,2026-08-11 11:22:35.250415+00:00,0.25,6.9,63.22,122.99,122.99,0,0,0,0,999.0,4.2,0.45,60.3,883.3,1.49,5.26,49614.11,15,3.25,SYNTHETIC_DEMO_DATA,0,1,1
